id,code,cluster_code,adm0_code,adm0_name,prov_text_code,adm1_code,adm1_name,adm2_code,adm2_name,adm3_code,adm3_name,adm4_code,adm4_name,adm5_code,adm5_name,urban_rural,carto_house_count,carto_pop_count,import_code,status,comment,created_by,updated_by,created_at,updated_at,cluster_id
707,CO047,1790NL,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210305,NKWAZI,02103052015,,Urban,193,917,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,99
708,CO046,1790NL,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210305,NKWAZI,02103052019,,Urban,165,756,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,99
709,CO045,1790NL,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210305,NKWAZI,02103052022,,Urban,111,507,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,99
710,CO044,1790NL,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210305,NKWAZI,02103052026,,Urban,182,871,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,99
711,CO043,1790NL,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210305,NKWAZI,02103052030,,Urban,186,787,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,99
712,CO042,1790NL,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210305,NKWAZI,02103052033,,Urban,99,466,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,99
713,CO041,1790NL,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210305,NKWAZI,02103052037,,Urban,122,552,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,99
714,CO040,1003ZM,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210306,TWAPIA,02103062004,,Urban,128,563,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,2
715,CO039,1003ZM,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210306,TWAPIA,02103062010,,Urban,118,542,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,2
716,CO038,1003ZM,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210306,TWAPIA,02103062015,,Urban,157,713,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,2
717,CO037,1003ZM,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210306,TWAPIA,02103062021,,Urban,138,676,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,2
718,CO036,1003ZM,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210306,TWAPIA,02103062027,,Urban,161,775,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,2
719,CO035,1003ZM,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210306,TWAPIA,02103062033,,Urban,129,643,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,2
720,CO034,1003ZM,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210306,TWAPIA,02103062039,,Urban,128,748,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,2
721,CO033,1003ZM,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210306,TWAPIA,02103062044,,Urban,169,854,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,2
722,CO032,1003ZM,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210306,TWAPIA,02103062050,,Urban,158,778,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,2
723,CO031,1003ZM,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210306,TWAPIA,02103062056,,Urban,99,482,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,2
724,CO030,2368AT,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210307,YENGWE,02103072002,,Urban,107,553,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,100
725,CO029,2368AT,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210307,YENGWE,02103072004,,Urban,171,583,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,100
726,CO028,2368AT,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210307,YENGWE,02103072006,,Urban,169,796,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,100
727,CO027,2368AT,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210307,YENGWE,02103072009,,Urban,127,492,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,100
728,CO026,2368AT,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210307,YENGWE,02103072011,,Urban,152,504,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,100
729,CO025,2368AT,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210307,YENGWE,02103072014,,Urban,184,630,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,100
730,CO024,2368AT,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210307,YENGWE,02103072016,,Urban,122,437,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,100
731,CO023,2368AT,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210307,YENGWE,02103072018,,Urban,152,623,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,100
732,CO022,2368AT,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210307,YENGWE,02103072021,,Urban,184,886,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,100
733,CO021,2368AT,,,CO,02,COPPERBELT,0210,NDOLA,02103,NDOLA CENTRAL,0210307,YENGWE,02103072023,,Urban,75,275,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,100
734,EA210,1190JK,,,EA,03,EASTERN,0305,CHIPATA,03051,CHIPATA CENTRAL,0305101,DILIKA,03051011031,,Rural,81,428,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,6
735,EA209,1190JK,,,EA,03,EASTERN,0305,CHIPATA,03051,CHIPATA CENTRAL,0305101,DILIKA,03051012004,,Urban,205,879,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,6
736,EA208,1190JK,,,EA,03,EASTERN,0305,CHIPATA,03051,CHIPATA CENTRAL,0305101,DILIKA,03051012013,,Urban,210,854,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,6
737,EA207,1190JK,,,EA,03,EASTERN,0305,CHIPATA,03051,CHIPATA CENTRAL,0305101,DILIKA,03051012023,,Urban,100,486,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,6
738,EA206,1190JK,,,EA,03,EASTERN,0305,CHIPATA,03051,CHIPATA CENTRAL,0305101,DILIKA,03051012040,,Urban,167,717,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,6
739,EA205,1190JK,,,EA,03,EASTERN,0305,CHIPATA,03051,CHIPATA CENTRAL,0305101,DILIKA,03051012050,,Urban,121,593,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,6
740,EA204,1190JK,,,EA,03,EASTERN,0305,CHIPATA,03051,CHIPATA CENTRAL,0305101,DILIKA,03051012062,,Urban,141,717,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,6
741,EA203,1190JK,,,EA,03,EASTERN,0305,CHIPATA,03051,CHIPATA CENTRAL,0305101,DILIKA,03051012072,,Urban,142,618,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,6
742,EA202,1190JK,,,EA,03,EASTERN,0305,CHIPATA,03051,CHIPATA CENTRAL,0305101,DILIKA,03051012081,,Urban,175,864,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,6
743,EA201,1190JK,,,EA,03,EASTERN,0305,CHIPATA,03051,CHIPATA CENTRAL,0305101,DILIKA,03051012089,,Urban,110,454,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,6
744,EA200,3152HL,,,EA,03,EASTERN,0305,CHIPATA,03051,CHIPATA CENTRAL,0305103,KAPATA,03051032001,,Urban,233,1005,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,49
745,EA199,3152HL,,,EA,03,EASTERN,0305,CHIPATA,03051,CHIPATA CENTRAL,0305103,KAPATA,03051032009,,Urban,220,988,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,49
746,EA198,3152HL,,,EA,03,EASTERN,0305,CHIPATA,03051,CHIPATA CENTRAL,0305103,KAPATA,03051032016,,Urban,201,991,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,49
747,EA197,3152HL,,,EA,03,EASTERN,0305,CHIPATA,03051,CHIPATA CENTRAL,0305103,KAPATA,03051032024,,Urban,228,970,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,49
748,EA196,3152HL,,,EA,03,EASTERN,0305,CHIPATA,03051,CHIPATA CENTRAL,0305103,KAPATA,03051032031,,Urban,150,643,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,49
749,EA195,3152HL,,,EA,03,EASTERN,0305,CHIPATA,03051,CHIPATA CENTRAL,0305103,KAPATA,03051032039,,Urban,163,726,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,49
750,EA194,3152HL,,,EA,03,EASTERN,0305,CHIPATA,03051,CHIPATA CENTRAL,0305103,KAPATA,03051032046,,Urban,197,969,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,49
751,EA193,3152HL,,,EA,03,EASTERN,0305,CHIPATA,03051,CHIPATA CENTRAL,0305103,KAPATA,03051032054,,Urban,119,545,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,49
752,EA192,3152HL,,,EA,03,EASTERN,0305,CHIPATA,03051,CHIPATA CENTRAL,0305103,KAPATA,03051032061,,Urban,181,814,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,49
753,EA191,3152HL,,,EA,03,EASTERN,0305,CHIPATA,03051,CHIPATA CENTRAL,0305103,KAPATA,03051032069,,Urban,134,513,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,49
754,EA190,2912RF,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305201,CHIKANDO,03052011004,,Rural,82,367,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,116
755,EA189,2912RF,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305201,CHIKANDO,03052011009,,Rural,73,349,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,116
756,EA188,2912RF,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305201,CHIKANDO,03052011013,,Rural,104,517,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,116
757,EA187,2912RF,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305201,CHIKANDO,03052011018,,Rural,67,276,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,116
758,EA186,2912RF,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305201,CHIKANDO,03052011022,,Rural,125,531,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,116
759,EA185,2912RF,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305201,CHIKANDO,03052011027,,Rural,71,364,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,116
760,EA184,2912RF,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305201,CHIKANDO,03052011031,,Rural,95,475,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,116
761,EA183,2912RF,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305201,CHIKANDO,03052011036,,Rural,74,384,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,116
762,EA182,2912RF,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305201,CHIKANDO,03052011040,,Rural,130,684,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,116
763,EA181,2912RF,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305201,CHIKANDO,03052011045,,Rural,72,375,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,116
764,EA180,2130EA,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305204,MAKANGILA,03052041003,,Rural,100,469,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,94
765,EA179,2130EA,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305204,MAKANGILA,03052041006,,Rural,153,704,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,94
766,EA178,2130EA,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305204,MAKANGILA,03052041009,,Rural,94,465,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,94
767,EA177,2130EA,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305204,MAKANGILA,03052041012,,Rural,117,583,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,94
768,EA176,2130EA,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305204,MAKANGILA,03052041014,,Rural,113,544,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,94
769,EA175,2130EA,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305204,MAKANGILA,03052041017,,Rural,112,517,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,94
770,EA174,2130EA,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305204,MAKANGILA,03052041020,,Rural,123,496,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,94
771,EA173,2130EA,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305204,MAKANGILA,03052041023,,Rural,70,320,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,94
772,EA172,2130EA,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305204,MAKANGILA,03052041026,,Rural,104,549,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,94
773,EA171,2130EA,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305204,MAKANGILA,03052041029,,Rural,98,465,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,94
774,EA170,3257BZ,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305205,MWAMI,03052051001,,Rural,85,411,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,220
775,EA169,3257BZ,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305205,MWAMI,03052051003,,Rural,113,516,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,220
776,EA168,3257BZ,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305205,MWAMI,03052051005,,Rural,111,486,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,220
777,EA167,3257BZ,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305205,MWAMI,03052051007,,Rural,102,442,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,220
778,EA166,3257BZ,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305205,MWAMI,03052051009,,Rural,57,263,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,220
779,EA165,3257BZ,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305205,MWAMI,03052051011,,Rural,112,527,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,220
780,EA164,3257BZ,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305205,MWAMI,03052051013,,Rural,120,562,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,220
781,EA163,3257BZ,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305205,MWAMI,03052051015,,Rural,59,254,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,220
782,EA162,3257BZ,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305205,MWAMI,03052051017,,Rural,126,523,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,220
783,EA161,3257BZ,,,EA,03,EASTERN,0305,CHIPATA,03052,LUANGENI,0305205,MWAMI,03052051019,,Rural,78,307,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,220
784,EA160,1459NE,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308103,DIWA,03081031003,,Rural,69,339,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,45
785,EA159,1459NE,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308103,DIWA,03081031007,,Rural,69,378,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,45
786,EA158,1459NE,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308103,DIWA,03081031011,,Rural,104,564,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,45
787,EA157,1459NE,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308103,DIWA,03081031015,,Rural,54,261,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,45
788,EA156,1459NE,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308103,DIWA,03081031019,,Rural,74,379,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,45
789,EA155,1459NE,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308103,DIWA,03081031023,,Rural,108,568,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,45
790,EA154,1459NE,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308103,DIWA,03081031027,,Rural,83,457,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,45
791,EA153,1459NE,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308103,DIWA,03081031031,,Rural,87,483,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,45
792,EA152,1459NE,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308103,DIWA,03081031035,,Rural,72,376,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,45
793,EA151,1459NE,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308103,DIWA,03081031039,,Rural,109,576,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,45
794,EA150,1459NE,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308103,DIWA,03081031043,,Rural,87,416,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,45
795,EA149,1459NE,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308103,DIWA,03081031047,,Rural,64,319,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,45
796,EA148,1459NE,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308103,DIWA,03081031051,,Rural,88,431,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,45
797,EA147,1459NE,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308103,DIWA,03081031055,,Rural,117,619,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,45
798,EA146,1459NE,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308103,DIWA,03081031060,,Rural,124,772,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,45
799,EA145,1459NE,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308103,DIWA,03081031064,,Rural,75,392,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,45
800,EA144,1459NE,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308103,DIWA,03081031068,,Rural,67,367,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,45
801,EA143,1459NE,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308103,DIWA,03081031072,,Rural,63,322,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,45
802,EA142,1459NE,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308103,DIWA,03081031076,,Rural,87,439,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,45
803,EA141,1459NE,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308103,DIWA,03081031080,,Rural,60,433,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,45
804,EA140,2936DR,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308106,KAMIMBA,03081061004,,Rural,86,418,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,165
805,EA139,2936DR,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308106,KAMIMBA,03081061009,,Rural,68,365,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,165
806,EA138,2936DR,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308106,KAMIMBA,03081061013,,Rural,88,429,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,165
807,EA137,2936DR,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308106,KAMIMBA,03081061018,,Rural,52,246,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,165
808,EA136,2936DR,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308106,KAMIMBA,03081061023,,Rural,52,225,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,165
809,EA135,2936DR,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308106,KAMIMBA,03081061028,,Rural,52,263,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,165
810,EA134,2936DR,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308106,KAMIMBA,03081061033,,Rural,87,388,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,165
811,EA133,2936DR,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308106,KAMIMBA,03081061037,,Rural,91,436,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,165
812,EA132,2936DR,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308106,KAMIMBA,03081061042,,Rural,91,445,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,165
813,EA131,2936DR,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308106,KAMIMBA,03081061047,,Rural,68,288,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,165
814,EA130,2319JJ,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308109,LUKUSUZI,03081091001,,Rural,107,524,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,69
815,EA129,2319JJ,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308109,LUKUSUZI,03081091002,,Rural,106,507,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,69
816,EA128,2319JJ,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308109,LUKUSUZI,03081091004,,Rural,148,751,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,69
817,EA127,2319JJ,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308109,LUKUSUZI,03081091005,,Rural,115,613,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,69
818,EA126,2319JJ,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308109,LUKUSUZI,03081091007,,Rural,141,681,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,69
819,EA125,2319JJ,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308109,LUKUSUZI,03081091008,,Rural,136,613,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,69
820,EA124,2319JJ,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308109,LUKUSUZI,03081091009,,Rural,134,711,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,69
821,EA123,2319JJ,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308109,LUKUSUZI,03081091011,,Rural,93,441,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,69
822,EA122,2319JJ,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308109,LUKUSUZI,03081091012,,Rural,128,565,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,69
823,EA121,2319JJ,,,EA,03,EASTERN,0308,LUMEZI,03081,LUMEZI,0308109,LUKUSUZI,03081091014,,Rural,131,687,init1,,OKAY,,,2025-01-16 22:40:56.053000000,2025-01-16 22:40:56.053000000,69
